Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit
105;US-2015-156867;11/13/2015;11/17/2015;Standard Class;LC-16870;Lena Cacioppo;Consumer;United States;Aurora;Colorado;80013;West;FUR-FU-10004006;Furniture;Furnishings;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;10236;3;2;-38385
111;CA-2017-146780;12/25/2017;12/30/2017;Standard Class;CV-12805;Cynthia Voltz;Corporate;United States;New York City;New York;10035;East;FUR-FU-10001934;Furniture;Furnishings;Magnifier Swing Arm Lamp;4196;2;0;109096
118;CA-2015-110457;3/2/2015;3/6/2015;Standard Class;DK-13090;Dave Kipp;Consumer;United States;Seattle;Washington;98103;West;FUR-TA-10001768;Furniture;Tables;Hon Racetrack Conference Tables;78753;3;0;1653813
120;CA-2016-103730;6/12/2016;6/15/2016;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;19805;East;FUR-FU-10002157;Furniture;Furnishings;Artistic Insta-Plaque;4704;3;0;183456
125;US-2014-152030;12/26/2014;12/28/2014;Second Class;AD-10180;Alan Dominguez;Home Office;United States;Houston;Texas;77041;Central;FUR-CH-10004063;Furniture;Chairs;Global Deluxe High-Back Manager's Chair;600558;3;3;-85794
126;US-2014-134614;9/20/2014;9/25/2014;Standard Class;PF-19165;Philip Fox;Consumer;United States;Bloomington;Illinois;61701;Central;FUR-TA-10004534;Furniture;Tables;Bevis 44 x 96 Conference Tables;6177;6;5;-407682
129;US-2016-125969;11/6/2016;11/10/2016;Second Class;LS-16975;Lindsay Shagiari;Home Office;United States;Los Angeles;California;90004;West;FUR-CH-10001146;Furniture;Chairs;Global Task Chair, Black;81424;2;2;-91602
130;US-2016-125969;11/6/2016;11/10/2016;Second Class;LS-16975;Lindsay Shagiari;Home Office;United States;Los Angeles;California;90004;West;FUR-FU-10003773;Furniture;Furnishings;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;23856;3;0;262416
140;CA-2016-145583;10/13/2016;10/19/2016;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;95661;West;FUR-FU-10001706;Furniture;Furnishings;Longer-Life Soft White Bulbs;4312;14;0;206976
141;CA-2016-110366;9/5/2016;9/7/2016;Second Class;JD-15895;Jonathan Doherty;Corporate;United States;Philadelphia;Pennsylvania;19140;East;FUR-FU-10004848;Furniture;Furnishings;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";828;2;2;1035
147;CA-2014-110072;10/22/2014;10/28/2014;Standard Class;MG-17680;Maureen Gastineau;Home Office;United States;Newark;Ohio;43055;East;FUR-FU-10000521;Furniture;Furnishings;"Seth Thomas 14"" Putty-Colored Wall Clock";93888;4;2;129096
150;CA-2016-114489;12/5/2016;12/9/2016;Standard Class;JE-16165;Justin Ellison;Corporate;United States;Franklin;Wisconsin;53132;Central;FUR-CH-10000454;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;195184;8;0;585552
158;CA-2014-104269;3/1/2014;3/6/2014;Second Class;DB-13060;Dave Brooks;Consumer;United States;Seattle;Washington;98115;West;FUR-CH-10004063;Furniture;Chairs;Global Deluxe High-Back Manager's Chair;457568;2;2;514764
168;CA-2014-139892;9/8/2014;9/12/2014;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;78207;Central;FUR-CH-10004287;Furniture;Chairs;SAFCO Arco Folding Chair;174006;9;3;-24858
174;CA-2014-118962;8/5/2014;8/9/2014;Standard Class;CS-12130;Chad Sievert;Consumer;United States;Los Angeles;California;90004;West;FUR-CH-10003817;Furniture;Chairs;Global Value Steno Chair, Gray;340144;7;2;21259
178;US-2015-101511;11/21/2015;11/23/2015;Second Class;JE-15745;Joel Eaton;Consumer;United States;Newark;Ohio;43055;East;FUR-CH-10004698;Furniture;Chairs;Padded Folding Chairs, Black, 4/Carton;396802;7;3;-113372
190;CA-2015-102281;10/12/2015;10/14/2015;First Class;MP-17470;Mark Packer;Home Office;United States;New York City;New York;10035;East;FUR-BO-10002613;Furniture;Bookcases;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;899136;4;2;112392
193;CA-2015-102281;10/12/2015;10/14/2015;First Class;MP-17470;Mark Packer;Home Office;United States;New York City;New York;10035;East;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;626352;3;2;469764
202;CA-2014-133690;8/3/2014;8/5/2014;First Class;BS-11755;Bruce Stewart;Consumer;United States;Denver;Colorado;80219;West;FUR-TA-10004289;Furniture;Tables;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;21875;2;5;-161875
205;CA-2017-126382;6/3/2017;6/7/2017;Standard Class;HK-14890;Heather Kirkland;Corporate;United States;Franklin;Tennessee;37064;South;FUR-FU-10002960;Furniture;Furnishings;Eldon 200 Class Desk Accessories, Burgundy;35168;7;2;96712
214;CA-2015-146262;1/2/2015;1/9/2015;Standard Class;VW-21775;Victoria Wilson;Corporate;United States;Medina;Ohio;44256;East;FUR-BO-10004695;Furniture;Bookcases;O'Sullivan 2-Door Barrister Bookcase in Odessa Pine;45245;5;5;-244323
223;CA-2015-169397;12/24/2015;12/27/2015;First Class;JB-15925;Joni Blumstein;Consumer;United States;Dublin;Ohio;43017;East;FUR-FU-10000087;Furniture;Furnishings;"Executive Impressions 14"" Two-Color Numerals Wall Clock";72704;4;2;190848
227;CA-2015-163055;8/9/2015;8/16/2015;Standard Class;DS-13180;David Smith;Corporate;United States;Detroit;Michigan;48227;Central;FUR-TA-10003748;Furniture;Tables;Bevis 36 x 72 Conference Tables;62245;5;0;136939
229;US-2015-145436;2/28/2015;3/4/2015;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;Columbia;Tennessee;38401;South;FUR-CH-10004860;Furniture;Chairs;Global Low Back Tilter Chair;161568;2;2;-282744
230;US-2015-145436;2/28/2015;3/4/2015;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;Columbia;Tennessee;38401;South;FUR-CH-10004477;Furniture;Chairs;Global Push Button Manager's Chair, Indigo;389696;8;2;438408
232;US-2017-100930;4/7/2017;4/12/2017;Standard Class;CS-12400;Christopher Schild;Home Office;United States;Tampa;Florida;33614;South;FUR-TA-10001705;Furniture;Tables;Bush Advantage Collection Round Conference Table;23386;2;45;-102048
233;US-2017-100930;4/7/2017;4/12/2017;Standard Class;CS-12400;Christopher Schild;Home Office;United States;Tampa;Florida;33614;South;FUR-TA-10003473;Furniture;Tables;Bretford Rectangular Conference Table Tops;6206145;3;45;-2482458
235;US-2017-100930;4/7/2017;4/12/2017;Standard Class;CS-12400;Christopher Schild;Home Office;United States;Tampa;Florida;33614;South;FUR-FU-10004017;Furniture;Furnishings;"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";258072;3;2;0
239;CA-2016-157749;6/4/2016;6/9/2016;Second Class;KL-16645;Ken Lonsdale;Consumer;United States;Chicago;Illinois;60610;Central;FUR-FU-10000576;Furniture;Furnishings;Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base;41968;5;6;-356728
240;CA-2016-157749;6/4/2016;6/9/2016;Second Class;KL-16645;Ken Lonsdale;Consumer;United States;Chicago;Illinois;60610;Central;FUR-FU-10004351;Furniture;Furnishings;Staple-based wall hangings;11688;3;6;-46752
242;CA-2016-157749;6/4/2016;6/9/2016;Second Class;KL-16645;Ken Lonsdale;Consumer;United States;Chicago;Illinois;60610;Central;FUR-TA-10002607;Furniture;Tables;KI Conference Tables;177225;5;5;-120513
243;CA-2016-157749;6/4/2016;6/9/2016;Second Class;KL-16645;Ken Lonsdale;Consumer;United States;Chicago;Illinois;60610;Central;FUR-FU-10002505;Furniture;Furnishings;Eldon 100 Class Desk Accessories;4044;3;6;-28308
245;CA-2014-131926;6/1/2014;6/6/2014;Second Class;DW-13480;Dianna Wilson;Home Office;United States;Lakeville;Minnesota;55044;Central;FUR-CH-10004063;Furniture;Chairs;Global Deluxe High-Back Manager's Chair;200186;7;0;5805394
250;CA-2016-154739;12/10/2016;12/15/2016;Second Class;LH-17155;Logan Haushalter;Consumer;United States;San Francisco;California;94109;West;FUR-CH-10002965;Furniture;Chairs;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;321568;2;2;281372
255;US-2015-159982;11/28/2015;12/4/2015;Standard Class;DR-12880;Dan Reichenbach;Corporate;United States;Chicago;Illinois;60623;Central;FUR-FU-10002505;Furniture;Furnishings;Eldon 100 Class Desk Accessories;12132;9;6;-84924
273;CA-2015-155334;7/30/2015;7/31/2015;First Class;HA-14920;Helen Andreada;Consumer;United States;San Francisco;California;94109;West;FUR-FU-10003274;Furniture;Furnishings;Regeneration Desk Collection;528;3;0;23232
283;CA-2015-130890;11/2/2015;11/6/2015;Standard Class;JO-15280;Jas O'Carroll;Consumer;United States;Los Angeles;California;90004;West;FUR-TA-10002903;Furniture;Tables;"Bevis Round Bullnose 29"" High Table Top";103884;5;2;51942
293;CA-2016-110772;11/20/2016;11/24/2016;Second Class;NZ-18565;Nick Zandusky;Home Office;United States;Columbus;Ohio;43229;East;FUR-BO-10004709;Furniture;Bookcases;Bush Westfield Collection Bookcases, Medium Cherry Finish;8697;3;5;-487032
294;CA-2014-111451;12/26/2014;12/28/2014;First Class;KL-16555;Kelly Lampkin;Corporate;United States;Colorado Springs;Colorado;80906;West;FUR-FU-10004091;Furniture;Furnishings;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";300416;8;2;788592
295;CA-2014-111451;12/26/2014;12/28/2014;First Class;KL-16555;Kelly Lampkin;Corporate;United States;Colorado Springs;Colorado;80906;West;FUR-CH-10001891;Furniture;Chairs;Global Deluxe Office Fabric Chairs;230352;3;2;201558
296;CA-2014-111451;12/26/2014;12/28/2014;First Class;KL-16555;Kelly Lampkin;Corporate;United States;Colorado Springs;Colorado;80906;West;FUR-FU-10002918;Furniture;Furnishings;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;218352;3;2;-245646
302;CA-2016-142545;10/28/2016;11/3/2016;Standard Class;JD-15895;Jonathan Doherty;Corporate;United States;Belleville;New Jersey;7109;East;FUR-FU-10001861;Furniture;Furnishings;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;776;4;0;38024
304;US-2017-152380;11/19/2017;11/23/2017;Standard Class;JH-15910;Jonathan Howell;Consumer;United States;Chicago;Illinois;60623;Central;FUR-TA-10002533;Furniture;Tables;BPI Conference Tables;219075;3;5;-131445
305;CA-2015-144253;5/4/2015;5/9/2015;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;New York City;New York;10024;East;FUR-FU-10002671;Furniture;Furnishings;Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp;268;2;0;12864
310;CA-2016-142902;9/12/2016;9/14/2016;Second Class;BP-11185;Ben Peterman;Corporate;United States;Arvada;Colorado;80004;West;FUR-FU-10001918;Furniture;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;15136;4;2;35948
311;CA-2016-142902;9/12/2016;9/14/2016;Second Class;BP-11185;Ben Peterman;Corporate;United States;Arvada;Colorado;80004;West;FUR-CH-10004086;Furniture;Chairs;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;466768;2;2;525114
312;CA-2016-142902;9/12/2016;9/14/2016;Second Class;BP-11185;Ben Peterman;Corporate;United States;Arvada;Colorado;80004;West;FUR-FU-10001756;Furniture;Furnishings;Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany;15232;1;2;17136
314;CA-2014-120887;9/27/2014;10/3/2014;Standard Class;TS-21205;Thomas Seio;Corporate;United States;Hackensack;New Jersey;7601;East;FUR-FU-10001588;Furniture;Furnishings;Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black;8754;3;0;376422
318;CA-2014-164973;11/4/2014;11/9/2014;Standard Class;NM-18445;Nathan Mautz;Home Office;United States;New York City;New York;10024;East;FUR-CH-10002602;Furniture;Chairs;DMI Arturo Collection Mission-style Design Wood Chair;135882;1;1;241568
326;CA-2017-153339;11/3/2017;11/5/2017;Second Class;DJ-13510;Don Jones;Corporate;United States;Murfreesboro;Tennessee;37130;South;FUR-FU-10001967;Furniture;Furnishings;Telescoping Adjustable Floor Lamp;15992;1;2;9995
329;US-2016-141544;8/30/2016;9/1/2016;First Class;PO-18850;Patrick O'Brill;Consumer;United States;Philadelphia;Pennsylvania;19143;East;FUR-CH-10003312;Furniture;Chairs;Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs;786744;4;3;-2585016
339;CA-2014-129924;7/12/2014;7/17/2014;Standard Class;AC-10420;Alyssa Crouse;Corporate;United States;San Francisco;California;94122;West;FUR-TA-10004575;Furniture;Tables;Hon 5100 Series Wood Tables;698352;3;2;-174588
355;CA-2016-138520;4/8/2016;4/13/2016;Standard Class;JL-15505;Jeremy Lonsdale;Consumer;United States;New York City;New York;10035;East;FUR-BO-10002268;Furniture;Bookcases;Sauder Barrister Bookcases;388704;6;2;-48588
363;CA-2017-144904;9/25/2017;10/1/2017;Standard Class;KW-16435;Katrina Willman;Consumer;United States;New York City;New York;10009;East;FUR-CH-10000785;Furniture;Chairs;Global Ergonomic Managers Chair;488646;3;1;868704
365;CA-2017-144904;9/25/2017;10/1/2017;Standard Class;KW-16435;Katrina Willman;Consumer;United States;New York City;New York;10009;East;FUR-FU-10000023;Furniture;Furnishings;Eldon Wave Desk Accessories;4712;8;0;207328
370;CA-2016-155516;10/21/2016;10/21/2016;Same Day;MK-17905;Michael Kennedy;Corporate;United States;Manchester;Connecticut;6040;East;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;104392;4;0;2714192
378;US-2017-134481;8/27/2017;9/1/2017;Standard Class;AR-10405;Allen Rosenblatt;Corporate;United States;Franklin;Massachusetts;2038;East;FUR-TA-10004915;Furniture;Tables;"Office Impressions End Table, 20-1/2""H x 24""W x 20""D";1488424;7;3;-2976848
385;US-2015-168935;11/27/2015;12/2/2015;Standard Class;DO-13435;Denny Ordway;Consumer;United States;Pembroke Pines;Florida;33024;South;FUR-TA-10000617;Furniture;Tables;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;3754575;3;45;-1570095
388;CA-2015-122756;12/3/2015;12/7/2015;Standard Class;DK-13225;Dean Katz;Corporate;United States;Philadelphia;Pennsylvania;19140;East;FUR-FU-10001935;Furniture;Furnishings;3M Hangers With Command Adhesive;296;1;2;777
400;CA-2016-108987;9/8/2016;9/10/2016;Second Class;AG-10675;Anna Gayman;Consumer;United States;Houston;Texas;77036;Central;FUR-BO-10004834;Furniture;Bookcases;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;23962656;4;32;-3171528
409;CA-2017-117457;12/8/2017;12/12/2017;Standard Class;KH-16510;Keith Herrera;Consumer;United States;San Francisco;California;94110;West;FUR-TA-10002041;Furniture;Tables;Bevis Round Conference Table Top, X-Base;1004024;7;2;-1129527
413;CA-2017-117457;12/8/2017;12/12/2017;Standard Class;KH-16510;Keith Herrera;Consumer;United States;San Francisco;California;94110;West;FUR-BO-10001972;Furniture;Bookcases;O'Sullivan 4-Shelf Bookcase in Odessa Pine;1336829;13;15;314548
414;CA-2017-117457;12/8/2017;12/12/2017;Standard Class;KH-16510;Keith Herrera;Consumer;United States;San Francisco;California;94110;West;FUR-CH-10003956;Furniture;Chairs;Novimex High-Tech Fabric Mesh Task Chair;113568;2;2;-184548
416;CA-2017-142636;11/3/2017;11/7/2017;Standard Class;KC-16675;Kimberly Carter;Corporate;United States;Seattle;Washington;98105;West;FUR-CH-10001891;Furniture;Chairs;Global Deluxe Office Fabric Chairs;307136;4;2;268744
418;CA-2016-148796;4/14/2016;4/18/2016;Standard Class;PB-19150;Philip Brown;Consumer;United States;Los Angeles;California;90004;West;FUR-CH-10004886;Furniture;Chairs;Bevis Steel Folding Chairs;3838;5;2;3838
423;CA-2017-125388;10/19/2017;10/23/2017;Standard Class;MP-17965;Michael Paige;Corporate;United States;Lawrence;Massachusetts;1841;East;FUR-FU-10004712;Furniture;Furnishings;Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black;5656;4;0;147056
425;CA-2017-155705;8/21/2017;8/23/2017;Second Class;NF-18385;Natalie Fritzler;Consumer;United States;Jackson;Mississippi;39212;South;FUR-CH-10000015;Furniture;Chairs;Hon Multipurpose Stacking Arm Chairs;8664;4;0;225264
426;CA-2017-149160;11/23/2017;11/26/2017;Second Class;JM-15265;Janet Molinari;Corporate;United States;Canton;Michigan;48187;Central;FUR-FU-10003347;Furniture;Furnishings;Coloredge Poster Frame;284;2;0;11076
440;CA-2017-157252;1/20/2017;1/23/2017;Second Class;CV-12805;Cynthia Voltz;Corporate;United States;New York City;New York;10024;East;FUR-CH-10003396;Furniture;Chairs;Global Deluxe Steno Chair;207846;3;1;23094
441;CA-2016-115756;9/5/2016;9/7/2016;Second Class;PK-19075;Pete Kriz;Consumer;United States;Detroit;Michigan;48227;Central;FUR-FU-10000246;Furniture;Furnishings;Aluminum Document Frame;1222;1;0;3666
445;CA-2016-115756;9/5/2016;9/7/2016;Second Class;PK-19075;Pete Kriz;Consumer;United States;Detroit;Michigan;48227;Central;FUR-CH-10002372;Furniture;Chairs;Office Star - Ergonomically Designed Knee Chair;24294;3;0;291528
447;CA-2017-154214;3/20/2017;3/25/2017;Second Class;TB-21595;Troy Blackwell;Consumer;United States;Columbus;Indiana;47201;Central;FUR-FU-10000206;Furniture;Furnishings;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;291;1;0;13677
454;CA-2017-147277;10/20/2017;10/24/2017;Standard Class;EB-13705;Ed Braxton;Corporate;United States;Akron;Ohio;44312;East;FUR-TA-10001539;Furniture;Tables;Chromcraft Rectangular Conference Tables;284364;2;4;-758304
457;US-2014-110674;2/12/2014;2/18/2014;Standard Class;SC-20095;Sanjit Chand;Consumer;United States;Concord;California;94521;West;FUR-CH-10000225;Furniture;Chairs;Global Geo Office Task Chair, Gray;129568;2;2;-24294
458;US-2016-157945;9/26/2016;10/1/2016;Standard Class;NF-18385;Natalie Fritzler;Consumer;United States;Decatur;Illinois;62521;Central;FUR-CH-10002331;Furniture;Chairs;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;747558;3;3;-961146
463;CA-2016-109869;4/22/2016;4/29/2016;Standard Class;TN-21040;Tanja Norvell;Home Office;United States;Phoenix;Arizona;85023;West;FUR-FU-10000023;Furniture;Furnishings;Eldon Wave Desk Accessories;2356;5;2;7068
464;CA-2016-109869;4/22/2016;4/29/2016;Standard Class;TN-21040;Tanja Norvell;Home Office;United States;Phoenix;Arizona;85023;West;FUR-TA-10001889;Furniture;Tables;Bush Advantage Collection Racetrack Conference Table;127263;6;5;-8144832
468;US-2015-101399;1/17/2015;1/24/2015;Standard Class;JS-15940;Joni Sundaresam;Home Office;United States;Park Ridge;Illinois;60068;Central;FUR-FU-10002918;Furniture;Furnishings;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;254744;7;6;-3120614
469;CA-2017-154907;3/31/2017;4/4/2017;Standard Class;DS-13180;David Smith;Corporate;United States;Amarillo;Texas;79109;Central;FUR-BO-10002824;Furniture;Bookcases;Bush Mission Pointe Library;2053328;2;32;-362352
473;CA-2014-144666;11/9/2014;11/11/2014;Second Class;JP-15520;Jeremy Pistek;Consumer;United States;San Francisco;California;94110;West;FUR-BO-10001601;Furniture;Bookcases;Sauder Mission Library with Doors, Fruitwood Finish;222666;2;15;104784
479;CA-2016-152632;10/27/2016;11/2/2016;Standard Class;JE-15475;Jeremy Ellison;Consumer;United States;Troy;New York;12180;East;FUR-FU-10002671;Furniture;Furnishings;Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp;402;3;0;19296
486;CA-2017-140963;6/10/2017;6/13/2017;First Class;MT-18070;Michelle Tran;Home Office;United States;Los Angeles;California;90045;West;FUR-BO-10001337;Furniture;Bookcases;O'Sullivan Living Dimensions 2-Shelf Bookcases;514165;5;15;-30245
495;US-2016-120929;3/18/2016;3/21/2016;Second Class;RO-19780;Rose O'Brian;Consumer;United States;Memphis;Tennessee;38109;South;FUR-TA-10001857;Furniture;Tables;Balt Solid Wood Rectangular Table;189882;3;4;-94941
498;CA-2016-126158;7/25/2016;7/31/2016;Standard Class;SC-20095;Sanjit Chand;Consumer;United States;Costa Mesa;California;92627;West;FUR-FU-10004864;Furniture;Furnishings;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";25576;4;0;818432
499;CA-2016-126158;7/25/2016;7/31/2016;Standard Class;SC-20095;Sanjit Chand;Consumer;United States;Costa Mesa;California;92627;West;FUR-CH-10002602;Furniture;Chairs;DMI Arturo Collection Mission-style Design Wood Chair;241568;2;2;181176
500;CA-2016-126158;7/25/2016;7/31/2016;Standard Class;SC-20095;Sanjit Chand;Consumer;United States;Costa Mesa;California;92627;West;FUR-FU-10000073;Furniture;Furnishings;Deflect-O Glasstique Clear Desk Accessories;693;9;0;22869
503;US-2016-105578;5/30/2016;6/4/2016;Standard Class;MY-17380;Maribeth Yedwab;Corporate;United States;Parker;Colorado;80134;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;801568;2;2;50098
511;CA-2017-135307;11/26/2017;11/27/2017;First Class;LS-17245;Lynn Smith;Consumer;United States;Gladstone;Missouri;64118;Central;FUR-FU-10001290;Furniture;Furnishings;Executive Impressions Supervisor Wall Clock;1263;3;0;40416
